"CTDID","Region","Year","Latitude","Longitude","UTCDate","UTCTime","DIC_umol_kg","TA_umol_kg","pH_measured","pH_calculated","pCO2_uatm","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","SiteID","Survey_design","Sample_frequency","ncrmp_flag","bottle_id","source_code","sample_num","bottle_name","deployment_id","project_code","collection_id","collected_date","collected_time","collected_timezone","density_id","dic_id","calc_avg_dic","dic_temp","dic_machine","dic_kg_flag","calibration_dic_id","calc_avg_crm_init_dic","crm_init_dic_temp","calibration_dic_kg_flag","dic_crm_id","dic_crm_batch","dic_crm_dic","dic_crm_salinity","ta_id","calc_avg_ta","calc_avg_ta_temp","ta_machine","ta_kg_flag","calibration_ta_id","calc_avg_crm_ta","calc_avg_crm_ta_temp","calibration_ta_kg_flag","ta_crm_id","ta_crm_batch","ta_crm_ta","ta_crm_salinity","spec_ph_id","spec_ph_temp","rm_factor","seacarb_id","UTCDate_Time","datetime","ESTDate","ESTTime","Month","Months","MY","MoY","ToD","Season","Precipitation","dec.lon","dec.lat","Zone","Sub_region","Reference","Transect","Extreme","BestSalinity","n35TA","n35DIC","Date","TA_0","DIC_0","nTA","nDIC"
"WS10180_1","FL",2010,25.645,-80.1266666666667,"2010-06-29","14:59:00",1786.825,2142.38,NA,8.06113100358936,340.192565366128,3.88240094390995,NA,NA,36.7729999999999,30.2955,0,NA,"1","Permanent","Single",1,10069,"E",1078,"173",517,"Walton Smith",9269,"6/29/2010","14:59:00","+00:00",NA,17199,1788.74,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9137,2123.65,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4567,"2010-06-29 14:59:00","2010-06-29 09:59:00","2010-06-29","09:59:00","Jun","June","2010-06",6,9.98333333333333,"Spring","Wet",-80.12666667,25.645,"Inshore","BB","BB_1","T1","Normal",36.7729999999999,2097.57451737786,1749.45555270946,2010-06-29,2069.6734007102,1808.1584220804,2140.85942275834,1787.27116467307
"WS10180_2","FL",2010,25.6474666666667,-80.0832833333333,"2010-06-29","15:31:00",2054.335,2364.58,NA,7.96559268856442,500.286831262754,3.57405921332128,NA,NA,36.4915,29.6325,0,NA,"3","Permanent","Single",1,10070,"E",1079,"174",517,"Walton Smith",9270,"6/29/2010","15:31:00","+00:00",NA,17200,2056.25,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9138,2345.85,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4568,"2010-06-29 15:31:00","2010-06-29 10:31:00","2010-06-29","10:31:00","Jun","June","2010-06",6,10.5166666666667,"Spring","Wet",-80.08333333,25.645,"Offshore","BB","BB_1","T1","Normal",36.4915,2332.98663582828,2026.88684693024,2010-06-29,2069.6734007102,1808.1584220804,2360.63972663729,2051.04581279688
"WS10180_3","FL",2010,25.0785166666667,-80.33235,"2010-06-29","21:51:00",2016.705,2395.18,NA,8.05765122837639,387.968376001472,4.31534904097817,NA,NA,36.497,30.151,0,NA,"5.5","Permanent","Single",1,10071,"E",1080,"175",517,"Walton Smith",9271,"6/29/2010","21:51:00","+00:00",NA,17201,2018.62,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9139,2376.45,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4569,"2010-06-29 21:51:00","2010-06-29 16:51:00","2010-06-29","16:51:00","Jun","June","2010-06",6,16.85,"Spring","Wet",-80.33416667,25.07966667,"Mid channel","UK","UK_3","T1","Normal",36.497,2362.82166194702,1989.45977327669,2010-06-29,2069.6734007102,1808.1584220804,2390.78247973919,2013.88758307596
"WS10180_4","FL",2010,25.0677833333333,-80.3156333333333,"2010-06-29","22:10:00",2038.135,2372.23,NA,8.00057950992198,454.232750442573,3.83186234000593,NA,NA,36.4345,29.8,0,NA,"6","Permanent","Single",1,10072,"E",1081,"176",517,"Walton Smith",9272,"6/29/2010","22:10:00","+00:00",NA,17202,2040.05,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9140,2353.5,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4570,"2010-06-29 22:10:00","2010-06-29 17:10:00","2010-06-29","17:10:00","Jun","June","2010-06",6,17.1666666666667,"Spring","Wet",-80.315,25.065,"Offshore","UK","UK_3","T1","Normal",36.4345,2344.19607556069,2014.04925680178,2010-06-29,2069.6734007102,1808.1584220804,2368.65452509111,2035.41724244352
"WS10180_5","FL",2010,24.8157333333333,-80.7525333333333,"2010-06-30","3:03:00",1767.625,2188.08,NA,8.13870051284549,273.669434461997,4.54717913755114,NA,NA,37.274,30.591,0,NA,"7","Permanent","Single",1,10073,"E",1082,"177",517,"Walton Smith",9273,"6/30/2010","3:03:00","+00:00",NA,17203,1769.54,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9141,2169.35,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4571,"2010-06-30 03:03:00","2010-06-29 22:03:00","2010-06-29","22:03:00","Jun","June","2010-06",6,22.05,"Spring","Wet",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","Normal",37.274,2113.52383706878,1707.39532946633,2010-06-29,2069.6734007102,1808.1584220804,2184.04543923952,1769.00612702497
"WS10180_6","FL",2010,24.7930166666667,-80.7415166666667,"2010-06-30","3:20:00",2030.215,2389.78,NA,8.03667672794383,412.126559669977,4.09967597593155,NA,NA,36.545,29.711,0,NA,"8","Permanent","Single",1,10074,"E",1083,"178",517,"Walton Smith",9274,"6/30/2010","3:20:00","+00:00",NA,17204,2032.13,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9142,2371.05,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4572,"2010-06-30 03:20:00","2010-06-29 22:20:00","2010-06-29","22:20:00","Jun","June","2010-06",6,22.3333333333333,"Spring","Wet",-80.74166667,24.7925,"Mid channel","MK","MK_5","T1","Normal",36.545,2354.39816537083,2000.15669697978,2010-06-29,2069.6734007102,1808.1584220804,2385.04066886501,2026.92734627528
"WS10180_7","FL",2010,24.7632833333333,-80.7235333333333,"2010-06-30","3:48:00",2045.015,2391.28,NA,8.01946381015145,434.177025601626,3.9667099579851,NA,NA,36.414,29.609,0,NA,"9","Permanent","Single",1,10075,"E",1084,"179",517,"Walton Smith",9275,"6/30/2010","3:48:00","+00:00",NA,17205,2046.93,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9143,2372.55,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4573,"2010-06-30 03:48:00","2010-06-29 22:48:00","2010-06-29","22:48:00","Jun","June","2010-06",6,22.8,"Spring","Wet",-80.72333333,24.76333333,"Offshore","MK","MK_5","T1","Normal",36.414,2364.35126199265,2021.98562947204,2010-06-29,2069.6734007102,1808.1584220804,2387.65831627676,2042.34770519048
"WS10180_8","FL",2010,24.7176666666667,-80.6878833333333,"2010-06-30","4:30:00",2054.475,2388.48,NA,8.00091534278326,457.758212558177,3.84662565281961,NA,NA,36.2895,29.716,0,NA,"9.5","Permanent","Single",1,10076,"E",1085,"180",517,"Walton Smith",9276,"6/30/2010","4:30:00","+00:00",NA,17206,2056.39,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9144,2369.75,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4574,"2010-06-30 04:30:00","2010-06-29 23:30:00","2010-06-29","23:30:00","Jun","June","2010-06",6,23.5,"Spring","Wet",-80.69,24.71666667,"Oceanic","MK","MK_5","T1","Normal",36.2895,2369.68478043282,2038.30810359715,2010-06-29,2069.6734007102,1808.1584220804,2385.97127477177,2052.53670695797
"WS10180_9","FL",2010,24.7801666666667,-80.8583333333333,"2010-06-30","6:42:00",2003.435,2375.03,NA,8.04857262625897,393.853186577995,4.20514786045516,NA,NA,36.8564999999999,30.0155,0,NA,"10","Permanent","Single",1,10077,"E",1086,"181",517,"Walton Smith",9277,"6/30/2010","6:42:00","+00:00",NA,17207,2005.35,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9145,2356.3,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4575,"2010-06-30 06:42:00","2010-06-30 01:42:00","2010-06-30","01:42:00","Jun","June","2010-06",6,1.7,"Spring","Wet",-80.86,24.78833333,"Inshore","MK","MK_6","T2","Normal",36.8564999999999,2320.09070122501,1957.09145316426,2010-06-30,2069.6734007102,1808.1584220804,2367.96647766921,1998.9178535816
"WS10180_10","FL",2010,24.7565833333333,-80.8473666666667,"2010-06-30","7:06:00",2050.275,2372.78,NA,7.97622125030148,485.56245254938,3.69917824077141,NA,NA,36.7749999999999,29.931,0,NA,"11","Permanent","Single",1,10078,"E",1087,"182",517,"Walton Smith",9278,"6/30/2010","7:06:00","+00:00",NA,17208,2052.19,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9146,2354.05,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4576,"2010-06-30 07:06:00","2010-06-30 02:06:00","2010-06-30","02:06:00","Jun","June","2010-06",6,2.1,"Spring","Wet",-80.84666667,24.75333333,"Mid channel","MK","MK_6","T2","Normal",36.7749999999999,2323.02961464622,2007.28661872098,2010-06-30,2069.6734007102,1808.1584220804,2366.42472470354,2045.19851037516
"WS10180_11","FL",2010,24.675,-81.02395,"2010-06-30","9:53:00",1914.015,2310.18,NA,8.09748956579124,331.474955382985,4.41993958376973,NA,NA,36.6989999999999,30.001,0,NA,"14","Permanent","Single",1,10080,"E",1089,"184",517,"Walton Smith",9280,"6/30/2010","9:53:00","+00:00",NA,17210,1915.93,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9148,2291.45,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4578,"2010-06-30 09:53:00","2010-06-30 04:53:00","2010-06-30","04:53:00","Jun","June","2010-06",6,4.88333333333333,"Spring","Wet",-81.02333333,24.675,"Mid channel","MK","MK_7","T3","Normal",36.6989999999999,2266.42600130161,1877.76422741141,2010-06-30,2069.6734007102,1808.1584220804,2305.62488938858,1912.01011355284
"WS10180_12","FL",2010,24.7001,-81.0251166666667,"2010-06-30","10:15:00",1981.045,2324.68,NA,8.01087643644367,428.981385138778,3.87723297914032,NA,NA,37.0129999999999,30.141,0,NA,"13","Permanent","Single",1,10079,"E",1088,"183",517,"Walton Smith",9279,"6/30/2010","10:15:00","+00:00",NA,17209,1982.96,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9147,2305.95,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4577,"2010-06-30 10:15:00","2010-06-30 05:15:00","2010-06-30","05:15:00","Jun","June","2010-06",6,5.25,"Spring","Wet",-81.03,24.70166667,"Inshore","MK","MK_7","T3","Normal",37.0129999999999,2261.30345722021,1927.03679964934,2010-06-30,2069.6734007102,1808.1584220804,2317.72788760216,1976.33168306968
"WS10180_13","FL",2010,24.6735166666667,-81.2022333333333,"2010-06-30","11:51:00",1847.775,2208.48,NA,8.05221002522642,358.973342740108,3.94727744602943,NA,NA,37.374,30.147,0,NA,"16","Permanent","Single",1,10081,"E",1090,"185",517,"Walton Smith",9281,"6/30/2010","11:51:00","+00:00",NA,17211,1849.69,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9149,2189.75,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4579,"2010-06-30 11:51:00","2010-06-30 06:51:00","2010-06-30","06:51:00","Jun","June","2010-06",6,6.85,"Spring","Wet",-81.205,24.675,"Inshore","LK","LK_8","T1","Normal",37.374,2127.5209437774,1780.03876507294,2010-06-30,2069.6734007102,1808.1584220804,2203.39159019961,1846.32272478848
"WS10180_14","FL",2010,24.6351833333333,-81.1941166666667,"2010-06-30","12:13:00",2010.305,2338.43,NA,7.99216528076985,457.248879596565,3.7370956134865,NA,NA,36.6965,29.8785,0,NA,"17","Permanent","Single",1,10083,"E",1092,"186",517,"Walton Smith",9283,"6/30/2010","12:13:00","+00:00",NA,17212,2012.22,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9150,2319.65,NA,"Langdonometer",1,631,2165.25,NA,1,16,85,2184.03,33.326,NA,NA,NA,4580,"2010-06-30 12:13:00","2010-06-30 07:13:00","2010-06-30","07:13:00","Jun","June","2010-06",6,7.21666666666667,"Spring","Wet",-81.19333333,24.635,"Mid channel","LK","LK_8","T1","Normal",36.6965,2294.29724774989,1972.36488953608,2010-06-30,2069.6734007102,1808.1584220804,2333.35780694225,2006.48992542367
"WS10180_15","FL",2010,24.5967666666667,-81.1822333333333,"2010-06-30","12:39:00",2030.145,2359.08,NA,7.99632940495314,457.405607497624,3.76889678946183,NA,NA,36.4055,29.7035,0,NA,"18","Permanent","Single",1,10084,"E",1093,"187",517,"Walton Smith",9284,"6/30/2010","12:39:00","+00:00",NA,17213,2032.06,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9151,2340.3,NA,"Langdonometer",1,631,2165.25,NA,1,16,85,2184.03,33.326,NA,NA,NA,4581,"2010-06-30 12:39:00","2010-06-30 07:39:00","2010-06-30","07:39:00","Jun","June","2010-06",6,7.65,"Spring","Wet",-81.18333333,24.59833333,"Offshore","LK","LK_8","T1","Normal",36.4055,2333.05847153158,2007.75174673495,2010-06-30,2069.6734007102,1808.1584220804,2355.88773773574,2027.69640560857
"WS10180_16","FL",2010,24.6083166666667,-81.4176166666667,"2010-06-30","14:19:00",1844.145,2192.83,NA,8.03838645122807,371.509881774533,3.81953311221951,NA,NA,37.2734999999999,30.09,0,NA,"19","Permanent","Single",1,10085,"E",1094,"188",517,"Walton Smith",9285,"6/30/2010","14:19:00","+00:00",NA,17214,1846.06,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9152,2174.05,NA,"Langdonometer",1,631,2165.25,NA,1,16,85,2184.03,33.326,NA,NA,NA,4582,"2010-06-30 14:19:00","2010-06-30 09:19:00","2010-06-30","09:19:00","Jun","June","2010-06",6,9.31666666666667,"Spring","Wet",-81.42166667,24.61,"Inshore","LK","LK_9","T2","Normal",37.2734999999999,2118.14039970824,1781.3318986971,2010-06-30,2069.6734007102,1808.1584220804,2188.63518454497,1842.91926744404
"WS10180_17","FL",2010,24.57468,-81.4185333333333,"2010-06-30","14:42:00",2051.905,2403.28,NA,8.02476548682698,429.704332496122,4.02715878079547,NA,NA,36.4369999999999,29.628,0,NA,"20","Permanent","Single",1,10086,"E",1095,"189",517,"Walton Smith",9286,"6/30/2010","14:42:00","+00:00",NA,17215,2053.82,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9153,2384.5,NA,"Langdonometer",1,631,2165.25,NA,1,16,85,2184.03,33.326,NA,NA,NA,4583,"2010-06-30 14:42:00","2010-06-30 09:42:00","2010-06-30","09:42:00","Jun","June","2010-06",6,9.7,"Spring","Wet",-81.41833333,24.575,"Mid channel","LK","LK_9","T2","Normal",36.4369999999999,2374.71619672272,2027.51740855678,2010-06-30,2069.6734007102,1808.1584220804,2399.3149716745,2049.0079887066
"WS10180_18","FL",2010,24.4844333333333,-81.3908666666667,"2010-06-30","15:31:00",2032.425,2388.68,NA,8.035714799083,414.163731413968,4.07847802754885,NA,NA,36.2695,29.6795,0,NA,"21.5","Permanent","Single",1,10088,"E",1097,"190",517,"Walton Smith",9288,"6/30/2010","15:31:00","+00:00",NA,17216,2035.92,NA,"SOMMA",1,595,2008.855,NA,1,17,96,2005.36,33.081,9154,2369.9,NA,"Langdonometer",1,631,2165.25,NA,1,16,85,2184.03,33.326,NA,NA,NA,4584,"2010-06-30 15:31:00","2010-06-30 10:31:00","2010-06-30","10:31:00","Jun","June","2010-06",6,10.5166666666667,"Spring","Wet",-81.39166667,24.48333333,"Oceanic","LK","LK_9","T2","Normal",36.2695,2371.19002540096,2017.54353340571,2010-06-30,2069.6734007102,1808.1584220804,2386.34422571525,2030.78291451713
"WS10180_19","FL",2010,24.4592166666667,-81.8269166666667,"2010-06-30","19:30:00",2042.405,2405.03,NA,8.04186381252952,409.611376332726,4.15578078660495,NA,NA,36.292,29.711,0,NA,"22","Permanent","Single",1,10089,"E",1098,"191",517,"Walton Smith",9289,"6/30/2010","19:30:00","+00:00",NA,17217,2045.9,NA,"SOMMA",1,595,2008.855,NA,1,17,96,2005.36,33.081,9155,2386.25,NA,"Langdonometer",1,631,2165.25,NA,1,16,85,2184.03,33.326,NA,NA,NA,4585,"2010-06-30 19:30:00","2010-06-30 14:30:00","2010-06-30","14:30:00","Jun","June","2010-06",6,14.5,"Spring","Wet",-81.82833333,24.455,"Offshore","LK","LK_10","T3","Normal",36.292,2385.94017811536,2026.19349841112,2010-06-30,2069.6734007102,1808.1584220804,2402.36812145866,2040.54567789193
"WS10180_20","FL",2010,24.5361166666667,-81.8292833333333,"2010-06-30","20:32:00",1941.415,2281.88,NA,8.01504233608103,416.097388822746,3.81930817464414,NA,NA,36.9095,30.082,0,NA,"24","Permanent","Single",1,10090,"E",1099,"192",517,"Walton Smith",9290,"6/30/2010","20:32:00","+00:00",NA,17218,1944.91,NA,"SOMMA",1,595,2008.855,NA,1,17,96,2005.36,33.081,9156,2263.1,NA,"Langdonometer",1,631,2165.25,NA,1,16,85,2184.03,33.326,NA,NA,NA,4586,"2010-06-30 20:32:00","2010-06-30 15:32:00","2010-06-30","15:32:00","Jun","June","2010-06",6,15.5333333333333,"Spring","Wet",-81.82833333,24.53666667,"Inshore","LK","LK_10","T3","Normal",36.9095,2225.89459339169,1893.78282470135,2010-06-30,2069.6734007102,1808.1584220804,2276.67355936938,1938.14558018035
"WS11052_1","FL",2011,25.6455,-80.1240666666667,"2011-02-21","15:02:00",2055.44,2393.36,NA,8.11666812541903,336.622781515846,3.71159701937839,NA,NA,36.3913333333333,22.30833,0,NA,"1","Permanent","Single",1,10132,"E",1141,"1",517,"Walton Smith",9332,"2/21/2011","15:02:00","+00:00",NA,17255,2031.84,NA,"SOMMA",1,599,1996.5,NA,1,18,104,2020.1,33.3,9193,2382.6,NA,"Langdonometer",1,635,2211.85,NA,1,18,104,2222.61,33.3,NA,NA,NA,4598,"2011-02-21 15:02:00","2011-02-21 10:02:00","2011-02-21","10:02:00","Feb","February","2011-02",2,10.0333333333333,"Winter","Dry",-80.12666667,25.645,"Inshore","BB","BB_1","T1","Normal",36.3913333333333,2367.88177688469,2033.55906319144,2011-02-21,2069.6734007102,1808.1584220804,2389.91423363132,2052.80759400402
"WS11052_2","FL",2011,25.6525833333333,-80.0793,"2011-02-21","15:39:00",2050.74,2381.61,NA,8.09992457389332,351.031864783774,3.64878718272433,NA,NA,36.3066666666666,22.86733,0,NA,"3","Permanent","Single",1,10133,"E",1142,"2",517,"Walton Smith",9333,"2/21/2011","15:39:00","+00:00",NA,17256,2027.14,NA,"SOMMA",1,599,1996.5,NA,1,18,104,2020.1,33.3,9194,2370.85,NA,"Langdonometer",1,635,2211.85,NA,1,18,104,2222.61,33.3,NA,NA,NA,4599,"2011-02-21 15:39:00","2011-02-21 10:39:00","2011-02-21","10:39:00","Feb","February","2011-02",2,10.65,"Winter","Dry",-80.08333333,25.645,"Offshore","BB","BB_1","T1","Normal",36.3066666666666,2361.75161992853,2033.6404856598,2011-02-21,2069.6734007102,1808.1584220804,2379.0090050651,2048.7173022566
"WS11052_3","FL",2011,25.0523833333333,-80.2865166666667,"2011-02-21","23:16:00",2046.05,2380.21,NA,8.09943083335196,350.94764515724,3.69030945816687,NA,NA,36.2921333333333,23.26833,0,NA,"6.5","Permanent","Single",1,10138,"E",1147,"7",517,"Walton Smith",9338,"2/21/2011","23:16:00","+00:00",NA,17261,2022.45,NA,"SOMMA",1,599,1996.5,NA,1,18,104,2020.1,33.3,9199,2369.45,NA,"Langdonometer",1,635,2211.85,NA,1,18,104,2222.61,33.3,NA,NA,NA,4604,"2011-02-21 23:16:00","2011-02-21 18:16:00","2011-02-21","18:16:00","Feb","February","2011-02",2,18.2666666666667,"Winter","Dry",-80.28766667,25.04833333,"Oceanic","UK","UK_3","T1","Normal",36.2921333333333,2361.30851057337,2029.80210908224,2011-02-21,2069.6734007102,1808.1584220804,2377.74399731618,2044.16087881123
"WS11052_4","FL",2011,24.8176666666667,-80.7603,"2011-02-22","3:28:00",2120.36,2466.81,NA,8.10369069580627,358.757845910902,3.83813225032746,NA,NA,36.7913333333333,22.96033,0,NA,"7","Permanent","Single",1,10139,"E",1148,"8",517,"Walton Smith",9339,"2/22/2011","3:28:00","+00:00",NA,17262,2096.76,NA,"SOMMA",1,599,1996.5,NA,1,18,104,2020.1,33.3,9200,2456.05,NA,"Langdonometer",1,635,2211.85,NA,1,18,104,2222.61,33.3,NA,NA,NA,4605,"2011-02-22 03:28:00","2011-02-21 22:28:00","2011-02-21","22:28:00","Feb","February","2011-02",2,22.4666666666667,"Winter","Dry",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","Normal",36.7913333333333,2414.01590887204,2074.98055080688,2011-02-21,2069.6734007102,1808.1584220804,2458.31057531259,2113.67833479069
"WS11052_5","FL",2011,24.79148,-80.7414833333333,"2011-02-22","3:45:00",2062.82,2398.51,NA,8.110498914379,343.252421583537,3.69396405380804,NA,NA,36.405,22.42,0,NA,"8","Permanent","Single",1,10140,"E",1149,"9",517,"Walton Smith",9340,"2/22/2011","3:45:00","+00:00",NA,17263,2039.22,NA,"SOMMA",1,599,1996.5,NA,1,18,104,2020.1,33.3,9201,2387.75,NA,"Langdonometer",1,635,2211.85,NA,1,18,104,2222.61,33.3,NA,NA,NA,4606,"2011-02-22 03:45:00","2011-02-21 22:45:00","2011-02-21","22:45:00","Feb","February","2011-02",2,22.75,"Winter","Dry",-80.74166667,24.7925,"Mid channel","MK","MK_5","T1","Normal",36.405,2372.08612266683,2040.09434839112,2011-02-21,2069.6734007102,1808.1584220804,2394.88727674169,2060.0144472625
"WS11052_6","FL",2011,24.7637,-80.7233166666667,"2011-02-22","4:06:00",2059.24,2389.51,NA,8.10520041335501,347.374403737143,3.63508597233083,NA,NA,36.3436666666666,22.34733,0,NA,"9","Permanent","Single",1,10141,"E",1150,"10",517,"Walton Smith",9341,"2/22/2011","4:06:00","+00:00",NA,17264,2035.64,NA,"SOMMA",1,599,1996.5,NA,1,18,104,2020.1,33.3,9202,2378.75,NA,"Langdonometer",1,635,2211.85,NA,1,18,104,2222.61,33.3,NA,NA,NA,4607,"2011-02-22 04:06:00","2011-02-21 23:06:00","2011-02-21","23:06:00","Feb","February","2011-02",2,23.1,"Winter","Dry",-80.72333333,24.76333333,"Offshore","MK","MK_5","T1","Normal",36.3436666666666,2367.17336972092,2039.99066330089,2011-02-21,2069.6734007102,1808.1584220804,2386.52023562653,2056.89294291471
"WS11052_7","FL",2011,24.7168666666667,-80.6894166666667,"2011-02-22","4:45:00",2073.5,2393.31,NA,8.09953482150037,354.502657066666,3.52177573814256,NA,NA,36.258,21.64967,0,NA,"9.5","Permanent","Single",1,10142,"E",1151,"11",517,"Walton Smith",9342,"2/22/2011","4:45:00","+00:00",NA,17265,2049.9,NA,"SOMMA",1,599,1996.5,NA,1,18,104,2020.1,33.3,9203,2382.55,NA,"Langdonometer",1,635,2211.85,NA,1,18,104,2222.61,33.3,NA,NA,NA,4608,"2011-02-22 04:45:00","2011-02-21 23:45:00","2011-02-21","23:45:00","Feb","February","2011-02",2,23.75,"Winter","Dry",-80.69,24.71666667,"Oceanic","MK","MK_5","T1","Normal",36.258,2376.53965579584,2058.97062072723,2011-02-21,2069.6734007102,1808.1584220804,2391.04222141421,2071.64070488429
"WS11052_8","FL",2011,24.6005833333333,-81.1855833333333,"2011-02-22","8:46:00",2112.155,2398.81,NA,8.03323385820286,427.43501894387,3.20150113083716,NA,NA,36.348,22.25967,0,NA,"18","Permanent","Single",1,10150,"E",1159,"17",517,"Walton Smith",9350,"2/22/2011","8:46:00","+00:00",NA,17271,2089.81,NA,"SOMMA",1,600,1983.015,NA,1,17,96,2005.36,33.081,9209,2390.1,NA,"Langdonometer",1,636,2213.9,NA,1,18,104,2222.61,33.3,NA,NA,NA,4614,"2011-02-22 08:46:00","2011-02-22 03:46:00","2011-02-22","03:46:00","Feb","February","2011-02",2,3.76666666666667,"Winter","Dry",-81.18333333,24.59833333,"Offshore","LK","LK_8","T1","Normal",36.348,2376.10312743014,2092.16157224507,2011-02-22,2069.6734007102,1808.1584220804,2395.69442902183,2109.27740170897
"WS11052_9","FL",2011,24.6361,-81.1937666666667,"2011-02-22","9:15:00",2150.125,2489.56,NA,8.10683724511938,361.469675267734,3.79565181855103,NA,NA,36.1643333333333,22.32,0,NA,"17","Permanent","Single",1,10149,"E",1158,"16",517,"Walton Smith",9349,"2/22/2011","9:15:00","+00:00",NA,17270,2127.78,NA,"SOMMA",1,600,1983.015,NA,1,17,96,2005.36,33.081,9208,2480.85,NA,"Langdonometer",1,636,2213.9,NA,1,18,104,2222.61,33.3,NA,NA,NA,4613,"2011-02-22 09:15:00","2011-02-22 04:15:00","2011-02-22","04:15:00","Feb","February","2011-02",2,4.25,"Winter","Dry",-81.19333333,24.635,"Mid channel","LK","LK_8","T1","Normal",36.1643333333333,2478.51806484056,2140.58855949056,2011-02-22,2069.6734007102,1808.1584220804,2487.6976787048,2148.60827705294
"WS11052_10","FL",2011,24.6730666666667,-81.2046833333333,"2011-02-22","9:49:00",2171.585,2484.51,NA,8.07373138163897,399.390017035193,3.57205711541744,NA,NA,35.1203333333333,22.639,0,NA,"16","Permanent","Single",1,10148,"E",1157,"15",517,"Walton Smith",9348,"2/22/2011","9:49:00","+00:00",NA,17269,2149.24,NA,"SOMMA",1,600,1983.015,NA,1,17,96,2005.36,33.081,9207,2475.8,NA,"Langdonometer",1,636,2213.9,NA,1,18,104,2222.61,33.3,NA,NA,NA,4612,"2011-02-22 09:49:00","2011-02-22 04:49:00","2011-02-22","04:49:00","Feb","February","2011-02",2,4.81666666666667,"Winter","Dry",-81.205,24.675,"Inshore","LK","LK_8","T1","Normal",35.1203333333333,2547.01835414853,2226.22040265229,2011-02-22,2069.6734007102,1808.1584220804,2494.94696868283,2180.72853222148
"WS11052_11","FL",2011,24.4831,-81.3928,"2011-02-22","11:37:00",2071.425,2398.31,NA,8.10505303138718,349.10599168521,3.59291170815567,NA,NA,36.4196666666666,21.85333,0,NA,"21.5","Permanent","Single",1,10155,"E",1164,"21",517,"Walton Smith",9355,"2/22/2011","11:37:00","+00:00",NA,17275,2049.08,NA,"SOMMA",1,600,1983.015,NA,1,17,96,2005.36,33.081,9213,2386.9,NA,"Langdonometer",1,637,2211.2,NA,1,18,104,2222.61,33.3,NA,NA,NA,4618,"2011-02-22 11:37:00","2011-02-22 06:37:00","2011-02-22","06:37:00","Feb","February","2011-02",2,6.61666666666667,"Winter","Dry",-81.39166667,24.48333333,"Oceanic","LK","LK_9","T2","Normal",36.4196666666666,2370.93313618804,2047.77954961131,2011-02-22,2069.6734007102,1808.1584220804,2394.55859195751,2068.41979498065
