CTDID,Region,Year,Mission,Location,Latitude,Longitude,UTCDate,UTCTime,Sample_Depth_m,DIC_umol_kg,TA_umol_kg,pH_measured,pH_calculated,pCO2_uatm,Aragonite_Sat_W,Salinity_Bottle,Conductivity_Sm,Salinity_CTD,Temperature_C,Pressure_db,Density_Sigmat,SiteID,Survey_design,Sample_frequency,ncrmp_flag,bottle_id,source_code,sample_num,bottle_name,deployment_id,project_code,collection_id,collected_date,collected_time,collected_timezone,density_id,dic_id,calc_avg_dic,dic_temp,dic_machine,dic_kg_flag,calibration_dic_id,calc_avg_crm_init_dic,crm_init_dic_temp,calibration_dic_kg_flag,dic_crm_id,dic_crm_batch,dic_crm_dic,dic_crm_salinity,ta_id,calc_avg_ta,calc_avg_ta_temp,ta_machine,ta_kg_flag,calibration_ta_id,calc_avg_crm_ta,calc_avg_crm_ta_temp,calibration_ta_kg_flag,ta_crm_id,ta_crm_batch,ta_crm_ta,ta_crm_salinity,spec_ph_id,spec_ph_temp,rm_factor,seacarb_id
WS11345_19,FL,2011,WaltonSmith,Lower_Keys,24.5734,-81.4197,12/12/2011,11:00:00,0,2028.35,2371.06,,8.09231358856356,355.857822316782,3.82494045390361,,,35.964,24.982,0,,20,Permanent,Single,1,9518,E,527,20,517,Walton Smith,8718,12/12/2011,11:00:00,+00:00,,16736,2028.8,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8666,2361.25,24.55,Langdonometer,1,558,2212.8,24.55,1,18,104,2222.61,33.3,,,,4146
WS11345_20,FL,2011,WaltonSmith,Lower_Keys,24.5390166666667,-81.41395,12/12/2011,11:22:00,0,2018.72,2379.01,,8.10654136114822,341.788606877317,4.0290097960191,,,35.957,25.741,0,,21LK,Permanent,Single,1,9519,E,528,21,517,Walton Smith,8719,12/12/2011,11:22:00,+00:00,,16737,2019.17,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8667,2369.2,24.5,Langdonometer,1,558,2212.8,24.55,1,18,104,2222.61,33.3,,,,4147
WS11345_21,FL,2011,WaltonSmith,Lower_Keys,24.4835333333333,-81.3927,12/12/2011,11:55:00,0,2072.46,2390.86,,8.04040137136303,415.574003282767,3.60281866745863,,,35.9853333333333,25.65133,0,,21.5,Permanent,Single,1,9520,E,529,22,517,Walton Smith,8720,12/12/2011,11:55:00,+00:00,,16738,2072.91,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8668,2381.05,24.7,Langdonometer,1,558,2212.8,24.55,1,18,104,2222.61,33.3,,,,4148
WS11345_22,FL,2011,WaltonSmith,Lower_Keys,24.5363666666667,-81.8289166666667,12/12/2011,15:46:00,0,2036.11,2367.11,,8.08359146355482,364.848312598946,3.68675301519203,,,36.0056666666667,24.351,0,,24,Permanent,Single,1,9521,E,530,23,517,Walton Smith,8721,12/12/2011,15:46:00,+00:00,,16739,2036.56,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8669,2357.3,24.65,Langdonometer,1,558,2212.8,24.55,1,18,104,2222.61,33.3,,,,4149
WS11345_23,FL,2011,WaltonSmith,Lower_Keys,24.4863,-81.8299,12/12/2011,16:40:00,0,2023.78,2366.66,,8.08501257382155,362.064536709415,3.83666491116701,,,35.9626666666667,25.52967,0,,23,Permanent,Single,1,9522,E,531,24,517,Walton Smith,8722,12/12/2011,16:40:00,+00:00,,16740,2024.23,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8670,2356.85,24.85,Langdonometer,1,558,2212.8,24.55,1,18,104,2222.61,33.3,,,,4150
WS11345_24,FL,2011,WaltonSmith,Lower_Keys,24.45355,-81.8282833333333,12/12/2011,17:22:00,0,2025.69,2357.86,,8.07028559398797,376.36212372575,3.72157945128619,,,35.945,25.5,0,,22,Permanent,Single,1,9580,E,589,25,517,Walton Smith,8780,12/12/2011,17:22:00,+00:00,,16789,2026.14,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8719,2356.85,24.8,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4199
WS11345_25,FL,2011,WaltonSmith,Lower_Keys,24.3949166666667,-81.8321333333333,12/12/2011,17:57:00,0,2020.2,2360.56,,8.08020696229203,365.944713893681,3.80893132395669,,,35.9756666666667,25.642,0,,22.5,Permanent,Single,1,9581,E,590,26,517,Walton Smith,8781,12/12/2011,17:57:00,+00:00,,16790,2020.65,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8720,2359.55,24.9,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4200
WS11345_26,FL,2011,WaltonSmith,FLK,24.3933,-82.7664833333333,12/13/2011,0:37:00,0,2026.6,2358.76,,8.07381147416018,372.980341135579,3.71574776296132,,,35.956,25.247,0,,25,Permanent,Single,1,9582,E,591,27,517,Walton Smith,8782,12/13/2011,0:37:00,+00:00,,16791,2027.05,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8721,2357.75,24.9,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4201
WS11345_27,FL,2011,WaltonSmith,FLK,24.2852166666667,-82.7680833333333,12/13/2011,1:26:00,0,2030.25,2364.21,,8.07812550947847,369.426516100317,3.73311563231279,,,35.9703333333333,25.081,0,,25.5,Permanent,Single,1,9583,E,592,28,517,Walton Smith,8783,12/13/2011,1:26:00,+00:00,,16792,2030.7,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8722,2363.2,24.95,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4202
WS11345_28,FL,2011,WaltonSmith,FLK,24.46565,-83.04217,12/13/2011,4:45:00,0,2029.44,2351.36,,8.05990767754071,386.924073405988,3.60419375746251,,,35.966,25.153,0,,DT9,Permanent,Single,1,9584,E,593,29,517,Walton Smith,8784,12/13/2011,4:45:00,+00:00,,16793,2029.89,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8723,2350.35,25,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4203
WS11345_29,FL,2011,WaltonSmith,FLK,24.5497,-82.9714166666667,12/13/2011,6:28:00,0,2028.98,2364.16,,8.08391154760165,363.772159357015,3.74413165344589,,,35.903,24.881,0,,DT10,Permanent,Single,1,9585,E,594,30,517,Walton Smith,8785,12/13/2011,6:28:00,+00:00,,16794,2029.43,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8724,2363.15,24.95,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4204
WS11345_30,FL,2011,WaltonSmith,FLK,24.61895,-82.9104,12/13/2011,7:09:00,0,2057.57,2360.06,,8.05366807660638,396.677338296043,3.36359682177836,,,36.161,23.207,0,,DT11,Permanent,Single,1,9586,E,595,31,517,Walton Smith,8786,12/13/2011,7:09:00,+00:00,,16795,2058.02,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8725,2359.05,24.95,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4205
WS11345_31,FL,2011,WaltonSmith,FLK,24.7269,-82.7494166666667,12/13/2011,8:56:00,0,2051.62,2356.66,,8.06084062358853,387.908325633318,3.37508124932987,,,36.3163333333333,22.923,0,,28,Permanent,Single,1,9587,E,596,32,517,Walton Smith,8787,12/13/2011,8:56:00,+00:00,,16796,2052.07,,SOMMA,1,547,2020.55,,1,18,104,2020.1,33.3,8726,2355.65,24.95,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4206
WS11345_32,FL,2011,WaltonSmith,FLK,24.90045,-82.6162833333333,12/13/2011,11:28:00,0,2060.735,2384.06,,8.07303481795011,377.072468607155,3.55598363418211,,,36.932,23.323,0,,28.5,Permanent,Single,1,9588,E,597,33,517,Walton Smith,8788,12/13/2011,11:28:00,+00:00,,16797,2062.12,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8727,2383.05,24.75,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4207
WS11345_33,FL,2011,WaltonSmith,FLK,25.0606166666667,-82.4791166666667,12/13/2011,13:17:00,0,2060.775,2391.61,,8.0965079349157,356.540768124539,3.67475369375765,,,36.0213333333333,23.21633,0,,29,Permanent,Single,1,9589,E,598,34,517,Walton Smith,8789,12/13/2011,13:17:00,+00:00,,16798,2062.16,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8728,2390.6,24.8,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4208
WS11345_34,FL,2011,WaltonSmith,FLK,25.2197,-82.3405666666667,12/13/2011,15:36:00,0,2074.145,2407.21,,8.09823224746076,356.747034567665,3.69170991773418,,,36.251,22.99,0,,29.5,Permanent,Single,1,9590,E,599,35,517,Walton Smith,8790,12/13/2011,15:36:00,+00:00,,16799,2075.53,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8729,2406.2,24.7,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4209
WS11345_35,FL,2011,WaltonSmith,Gulf_of_Mexico,25.3992666666667,-82.2120833333333,12/13/2011,17:31:00,0,2072.025,2401.91,,8.09487317702285,359.420599283746,3.65528539215605,,,36.248,22.937,0,,30,Permanent,Single,1,9591,E,600,36,517,Walton Smith,8791,12/13/2011,17:31:00,+00:00,,16800,2073.41,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8730,2400.9,24.75,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4210
WS11345_36,FL,2011,WaltonSmith,FLK,25.5729333333333,-82.07385,12/13/2011,19:43:00,0,2109.165,2401.96,,8.03952693143543,420.621437598214,3.27428493126264,,,36.255,22.579,0,,30.5,Permanent,Single,1,9592,E,601,37,517,Walton Smith,8792,12/13/2011,19:43:00,+00:00,,16801,2110.55,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8731,2400.95,24.6,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4211
WS11345_37,FL,2011,WaltonSmith,Gulf_of_Mexico,25.739,-81.9444166666667,12/13/2011,21:19:00,0,2135.025,2402.41,,8.0103886178693,458.505202068045,3.03095567575511,,,35.6913333333333,22.03167,0,,31,Permanent,Single,1,9593,E,602,38,517,Walton Smith,8793,12/13/2011,21:19:00,+00:00,,16802,2136.41,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8732,2401.4,24.75,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4212
WS11345_38,FL,2011,WaltonSmith,Gulf_of_Mexico,25.8727833333333,-81.8341833333333,12/13/2011,23:53:00,0,2152.055,2403.96,,7.99334002836187,482.746448679013,2.88722880572691,,,35.203,21.677,0,,32,Permanent,Single,1,9594,E,603,39,517,Walton Smith,8794,12/13/2011,23:53:00,+00:00,,16803,2153.44,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8733,2402.95,24.7,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4213
WS11345_39,FL,2011,WaltonSmith,FLK,25.91218,-81.7988833333333,12/14/2011,0:14:00,0,2142.355,2437.76,,8.06860249134892,398.360881661871,3.34896249823796,,,35.019,21.604,0,,33,Permanent,Single,1,9595,E,604,40,517,Walton Smith,8795,12/14/2011,0:14:00,+00:00,,16804,2143.74,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8734,2436.75,24.7,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4214
WS11345_40,FL,2011,WaltonSmith,Gulf_of_Mexico,25.947,-81.7667666666667,12/14/2011,0:38:00,0,2227.585,2471.11,,7.9705842439255,530.248703542127,2.85647435942923,,,34.7413333333333,21.94033,0,,34,Permanent,Single,1,9596,E,605,41,517,Walton Smith,8796,12/14/2011,0:38:00,+00:00,,16805,2228.97,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8735,2470.1,24.7,Langdonometer,1,569,2221.6,24.4,1,18,104,2222.61,33.3,,,,4215
WS11345_41,FL,2011,WaltonSmith,FLK,25.6532,-81.7191166666667,12/14/2011,2:48:00,0,2123.705,2411.86,,8.04419570499008,418.739929659916,3.2383264027134,,,35.8286666666667,21.99467,0,,42,Permanent,Single,1,9621,E,630,42,517,Walton Smith,8821,12/14/2011,2:48:00,+00:00,,16827,2125.09,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8757,2414.1,24.8,Langdonometer,1,572,2224.85,24.55,1,18,104,2222.61,33.3,,,,4237
WS11345_42,FL,2011,WaltonSmith,FLK,25.7325333333333,-81.57503,12/14/2011,4:09:00,0,2180.525,2463.36,,8.03157361449566,445.169562556428,3.2375500757617,,,35.263,22.2,0,,41,Permanent,Single,1,9622,E,631,43,517,Walton Smith,8822,12/14/2011,4:09:00,+00:00,,16828,2181.91,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8758,2465.6,24.8,Langdonometer,1,572,2224.85,24.55,1,18,104,2222.61,33.3,,,,4238
WS11345_43,FL,2011,WaltonSmith,FLK,25.7601833333333,-81.52265,12/14/2011,4:32:00,0,2192.485,2467.11,,8.02322818859407,458.308023069314,3.17604592858936,,,34.712,22.225,0,,40,Permanent,Single,1,9623,E,632,44,517,Walton Smith,8823,12/14/2011,4:32:00,+00:00,,16829,2193.87,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8759,2469.35,24.65,Langdonometer,1,572,2224.85,24.55,1,18,104,2222.61,33.3,,,,4239
WS11345_44,FL,2011,WaltonSmith,FLK,25.7824833333333,-81.4812,12/14/2011,4:54:00,0,2434.015,2714.71,,8.02791537808112,509.404389953296,3.44469318032925,,,32.4383333333333,22.31,0,,39,Permanent,Single,1,9625,E,634,45,517,Walton Smith,8825,12/14/2011,4:54:00,+00:00,,16830,2435.4,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8760,2725.3,24.8,Langdonometer,1,573,2233.2,24.8,1,18,104,2222.61,33.3,,,,4240
WS11345_45,FL,2011,WaltonSmith,FLK,25.5843,-81.47065,12/14/2011,6:26:00,0,2114.585,2406.46,,8.05461175579845,407.644495938768,3.30245736804451,,,35.198,22.287,0,,45,Permanent,Single,1,9626,E,635,46,517,Walton Smith,8826,12/14/2011,6:26:00,+00:00,,16831,2115.97,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8761,2417.05,24.9,Langdonometer,1,573,2233.2,24.8,1,18,104,2222.61,33.3,,,,4241
WS11345_46,FL,2011,WaltonSmith,FLK,25.5832666666667,-81.4085833333333,12/14/2011,6:50:00,0,2170.575,2458.01,,8.04353841103951,431.116396723089,3.30068370010952,,,34.819,22.339,0,,46,Permanent,Single,1,9627,E,636,47,517,Walton Smith,8827,12/14/2011,6:50:00,+00:00,,16832,2171.96,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8762,2468.6,24.85,Langdonometer,1,573,2233.2,24.8,1,18,104,2222.61,33.3,,,,4242
WS11345_47,FL,2011,WaltonSmith,FLK,25.5833833333333,-81.3674666666667,12/14/2011,7:05:00,0,2214.485,2513.31,,8.0651558206401,418.119507143837,3.47483514497457,,,34.074,22.27,0,,47,Permanent,Single,1,9628,E,637,48,517,Walton Smith,8828,12/14/2011,7:05:00,+00:00,,16833,2215.87,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8763,2523.9,24.9,Langdonometer,1,573,2233.2,24.8,1,18,104,2222.61,33.3,,,,4243
WS11345_48,FL,2011,WaltonSmith,FLK,25.5833666666667,-81.3298,12/14/2011,7:19:00,0,2254.115,2538.11,,8.04774774996248,446.829558103847,3.36409587917582,,,33.204,22.272,0,,48,Permanent,Single,1,9630,E,639,49,517,Walton Smith,8830,12/14/2011,7:19:00,+00:00,,16834,2255.5,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8764,2538.65,24.85,Langdonometer,1,574,2223.15,24.85,1,18,104,2222.61,33.3,,,,4244
WS11345_49,FL,2011,WaltonSmith,FLK,25.5813833333333,-81.2918833333333,12/14/2011,7:38:00,0,2318.705,2568.91,,7.99880376913432,523.113965585408,3.06273275042562,,,32.0006666666667,22.319,0,,49,Permanent,Single,1,9631,E,640,50,517,Walton Smith,8831,12/14/2011,7:38:00,+00:00,,16835,2320.09,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8765,2569.45,24.75,Langdonometer,1,574,2223.15,24.85,1,18,104,2222.61,33.3,,,,4245
WS11345_50,FL,2011,WaltonSmith,Gulf_of_Mexico,25.4535166666667,-81.35027,12/14/2011,8:56:00,0,2180.245,2455.26,,8.02504624140993,454.362972628229,3.18430564134307,,,34.519,22.41633,0,,50,Permanent,Single,1,9633,E,642,51,517,Walton Smith,8833,12/14/2011,8:56:00,+00:00,,16836,2181.63,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8766,2455.8,24.8,Langdonometer,1,575,2223.15,24.8,1,18,104,2222.61,33.3,,,,4246
WS11345_51,FL,2011,WaltonSmith,FLK,25.45265,-81.30965,12/14/2011,9:21:00,0,2205.205,2485.71,,8.03472014154416,449.40338549102,3.26949599022908,,,34.163,22.419,0,,51,Permanent,Single,1,9634,E,643,52,517,Walton Smith,8834,12/14/2011,9:21:00,+00:00,,16837,2206.59,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8767,2486.25,24.9,Langdonometer,1,575,2223.15,24.8,1,18,104,2222.61,33.3,,,,4247
WS11345_52,FL,2011,WaltonSmith,FLK,25.45265,-81.2600166666667,12/14/2011,9:40:00,0,2304.875,2567.56,,8.01404787297292,498.294395568945,3.1691134305942,,,32.721,22.197,0,,52,Permanent,Single,1,9636,E,645,53,517,Walton Smith,8836,12/14/2011,9:40:00,+00:00,,16838,2306.26,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8768,2567.3,25,Langdonometer,1,576,2222.35,24.9,1,18,104,2222.61,33.3,,,,4248
WS11345_53,FL,2011,WaltonSmith,FLK,25.4518666666667,-81.2272,12/14/2011,9:59:00,0,2358.395,2622.61,,8.01865561232882,506.720224771457,3.23954047488344,,,31.9113333333333,22.282,0,,53,Permanent,Single,1,9637,E,646,54,517,Walton Smith,8837,12/14/2011,9:59:00,+00:00,,16839,2359.78,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8769,2622.35,24.8,Langdonometer,1,576,2222.35,24.9,1,18,104,2222.61,33.3,,,,4249
WS11345_54,FL,2011,WaltonSmith,Gulf_of_Mexico,25.35115,-81.2655,12/14/2011,10:48:00,0,2236.815,2511.61,,8.02765245232591,464.799752398238,3.23502563763306,,,33.78,22.314,0,,57,Permanent,Single,1,9639,E,648,55,517,Walton Smith,8839,12/14/2011,10:48:00,+00:00,,16840,2238.2,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8770,2498.5,24.8,Langdonometer,1,577,2209.5,24.85,1,18,104,2222.61,33.3,,,,4250
WS11345_55,FL,2011,WaltonSmith,Gulf_of_Mexico,25.3497,-81.2287833333333,12/14/2011,11:20:00,0,2286.475,2559.91,,8.02795536293848,476.616307182824,3.26877166552954,,,33.078,22.291,0,,56,Permanent,Single,1,9640,E,649,56,517,Walton Smith,8840,12/14/2011,11:20:00,+00:00,,16841,2287.86,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8771,2546.8,24.8,Langdonometer,1,577,2209.5,24.85,1,18,104,2222.61,33.3,,,,4251
WS11345_56,FL,2011,WaltonSmith,Gulf_of_Mexico,25.3488666666667,-81.1980166666667,12/14/2011,11:53:00,0,2470.915,2719.21,,7.98071682262537,584.291921633441,3.12417025904669,,,31.652,22.347,0,,55,Permanent,Single,1,9642,E,651,57,517,Walton Smith,8842,12/14/2011,11:53:00,+00:00,,16842,2472.3,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8772,2711.85,24.95,Langdonometer,1,578,2215.25,24.85,1,18,104,2222.61,33.3,,,,4252
WS11345_57,FL,2011,WaltonSmith,Gulf_of_Mexico,25.3406666666667,-81.1564166666667,12/14/2011,12:45:00,0,2879.475,3079.76,,7.88079173632739,885.244095165745,2.83115721287846,,,29.1633333333333,22.67167,0,,54,Permanent,Single,1,9643,E,652,58,517,Walton Smith,8843,12/14/2011,12:45:00,+00:00,,16843,2880.86,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8773,3072.4,24.85,Langdonometer,1,578,2215.25,24.85,1,18,104,2222.61,33.3,,,,4253
WS11345_58,FL,2011,WaltonSmith,Gulf_of_Mexico,25.1654,-81.6523,12/14/2011,17:55:00,0,2081.435,2370.81,,8.04222320351368,413.184979671402,3.24161854418274,,,35.808,22.67433,0,,58,Permanent,Single,1,9644,E,653,59,517,Walton Smith,8844,12/14/2011,17:55:00,+00:00,,16844,2082.82,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8774,2363.45,24.85,Langdonometer,1,578,2215.25,24.85,1,18,104,2222.61,33.3,,,,4254
WS11345_59,FL,2011,WaltonSmith,Gulf_of_Mexico,25.1637666666667,-81.4905166666667,12/14/2011,19:34:00,0,2100.465,2374.31,,8.01633262578702,445.208855150427,3.09237508998854,,,35.686,22.665,0,,59,Permanent,Single,1,9645,E,654,60,517,Walton Smith,8845,12/14/2011,19:34:00,+00:00,,16845,2101.85,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8775,2366.95,24.85,Langdonometer,1,578,2215.25,24.85,1,18,104,2222.61,33.3,,,,4255
WS11345_60,FL,2011,WaltonSmith,Gulf_of_Mexico,25.1650166666667,-81.3389333333333,12/14/2011,22:40:00,0,2271.365,2553.06,,8.02340970675823,476.596871858186,3.32361989100212,,,34.146,22.70567,0,,60,Permanent,Single,1,9647,E,656,61,517,Walton Smith,8847,12/14/2011,22:40:00,+00:00,,16846,2272.75,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8776,2538.55,24.95,Langdonometer,1,579,2208.1,25,1,18,104,2222.61,33.3,,,,4256
WS11345_61,FL,2011,WaltonSmith,Gulf_of_Mexico,25.1669166666667,-81.2700166666667,12/14/2011,23:23:00,0,2375.435,2638.01,,7.99342544095828,540.160763029419,3.20042963759601,,,33.083,22.648,0,,61,Permanent,Single,1,9648,E,657,62,517,Walton Smith,8848,12/14/2011,23:23:00,+00:00,,16847,2376.82,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8777,2623.5,25,Langdonometer,1,579,2208.1,25,1,18,104,2222.61,33.3,,,,4257
WS11345_62,FL,2011,WaltonSmith,Gulf_of_Mexico,25.1667333333333,-81.235,12/14/2011,23:49:00,0,2442.605,2710.16,,7.9363748227524,626.989576189513,3.12856131560012,,,37.7951,22.731,0,,62,Permanent,Single,1,9649,E,658,63,517,Walton Smith,8849,12/14/2011,23:49:00,+00:00,,16848,2443.99,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8778,2695.65,24.75,Langdonometer,1,579,2208.1,25,1,18,104,2222.61,33.3,,,,4258
WS11345_63,FL,2011,WaltonSmith,Gulf_of_Mexico,25.16745,-81.2001333333333,12/15/2011,0:01:00,0,2536.745,2788.01,,7.97521678145537,608.818269931856,3.19480892429056,,,31.581,22.581,0,,63,Permanent,Single,1,9651,E,660,64,517,Walton Smith,8851,12/15/2011,0:01:00,+00:00,,16849,2538.13,,SOMMA,1,554,2021.485,,1,18,104,2020.1,33.3,8779,2782.4,25,Langdonometer,1,580,2217,25,1,18,104,2222.61,33.3,,,,4259
WS11345_64,FL,2011,WaltonSmith,Gulf_of_Mexico,25.1669,-81.1573833333333,12/15/2011,0:23:00,0,2857.43,3106.26,,7.94439240122646,746.005120501442,3.34673789997199,,,30.508,22.928,0,,64,Permanent,Single,1,9652,E,661,65,517,Walton Smith,8852,12/15/2011,0:23:00,+00:00,,16850,2858.49,,SOMMA,1,557,2021.16,,1,18,104,2020.1,33.3,8780,3100.65,25.1,Langdonometer,1,580,2217,25,1,18,104,2222.61,33.3,,,,4260
WS11345_65,FL,2011,WaltonSmith,Gulf_of_Mexico,25.1023666666667,-81.09235,12/15/2011,1:31:00,0,2705.1,2970.61,,7.98118374467446,642.6579366671,3.4554113185082,,,31.039,22.872,0,,65,Permanent,Single,1,9653,E,662,66,517,Walton Smith,8853,12/15/2011,1:31:00,+00:00,,16851,2706.16,,SOMMA,1,557,2021.16,,1,18,104,2020.1,33.3,8781,2965,25,Langdonometer,1,580,2217,25,1,18,104,2222.61,33.3,,,,4261
WS11345_66,FL,2011,WaltonSmith,Gulf_of_Mexico,25.0688,-81.10875,12/15/2011,1:47:00,0,2581.9,2855.91,,8.00958675447054,570.276346122552,3.4828642494505,,,31.289,22.6,0,,66,Permanent,Single,1,9655,E,664,67,517,Walton Smith,8855,12/15/2011,1:47:00,+00:00,,16852,2582.96,,SOMMA,1,557,2021.16,,1,18,104,2020.1,33.3,8782,2850.5,24.95,Langdonometer,1,581,2217.2,25.05,1,18,104,2222.61,33.3,,,,4262
WS11345_67,FL,2011,WaltonSmith,Gulf_of_Mexico,25.0305833333333,-81.12655,12/15/2011,2:05:00,0,2580.7,2841.11,,7.98805479179,602.191870641139,3.33555370862077,,,31.127,22.756,0,,67,Permanent,Single,1,9657,E,666,68,517,Walton Smith,8857,12/15/2011,2:05:00,+00:00,,16853,2581.76,,SOMMA,1,557,2021.16,,1,18,104,2020.1,33.3,8783,2845.6,24.75,Langdonometer,1,582,2227.1,24.85,1,18,104,2222.61,33.3,,,,4263
WS11345_68,FL,2011,WaltonSmith,Gulf_of_Mexico,24.9298,-81.1682833333333,12/15/2011,2:58:00,0,2408.54,2693.71,,8.02482032236825,508.819391767898,3.49669842682971,,,32.5453333333333,23.09733,0,,68,Permanent,Single,1,9658,E,667,69,517,Walton Smith,8858,12/15/2011,2:58:00,+00:00,,16854,2409.6,,SOMMA,1,557,2021.16,,1,18,104,2020.1,33.3,8784,2698.2,24.8,Langdonometer,1,582,2227.1,24.85,1,18,104,2222.61,33.3,,,,4264
WS11345_69,FL,2011,WaltonSmith,Gulf_of_Mexico,24.9299333333333,-81.0963833333333,12/15/2011,3:44:00,0,2269.8,2547.06,,8.01285031372566,489.854653304248,3.28665657773103,,,34.0106666666667,23.06867,0,,69,Permanent,Single,1,9660,E,669,70,517,Walton Smith,8860,12/15/2011,3:44:00,+00:00,,16855,2270.86,,SOMMA,1,557,2021.16,,1,18,104,2020.1,33.3,8785,2579.75,25,Langdonometer,1,583,2255.3,24.8,1,18,104,2222.61,33.3,,,,4265
WS11345_70,FL,2011,WaltonSmith,FLK,24.9303666666667,-81.0255666666667,12/15/2011,4:23:00,0,2352.22,2658.51,,8.0529452519396,460.06484611885,3.66474742981521,,,33.581,22.958,0,,70,Permanent,Single,1,9662,E,671,71,517,Walton Smith,8862,12/15/2011,4:23:00,+00:00,,16856,2353.28,,SOMMA,1,557,2021.16,,1,18,104,2020.1,33.3,8786,2650.45,24.65,Langdonometer,1,584,2214.55,24.45,1,18,104,2222.61,33.3,,,,4266
WS11345_71,FL,2011,WaltonSmith,FLK,24.9302666666667,-80.96113,12/15/2011,4:38:00,0,2249.27,2593.01,,8.11642534549648,373.90567029127,4.01730375315351,,,33.896,22.963,0,,71,Permanent,Single,1,9663,E,672,72,517,Walton Smith,8863,12/15/2011,4:38:00,+00:00,,16857,2250.33,,SOMMA,1,557,2021.16,,1,18,104,2020.1,33.3,8787,2584.95,24.9,Langdonometer,1,584,2214.55,24.45,1,18,104,2222.61,33.3,,,,4267
